incident_number,Day and Month Reported,Year Reported,Police Shift,Offense Code,Offense Type,Offense Definition,Offense Sub-Category,Offense Category,Block Code,Ward,Source,Date,Time,Type,Description,latitude,longitude
25044788,7/27,2025,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173511012005,3              ,"Crime Log July 22 to July 28, 2025",7/27/25,9:48 PM,Assault,"Somerville Police responded to the Somerville Hospital for a past assault. Upon arrival, officers spoke with a nurse who stated a male juvenile punched her in the face. Officers identified the suspect.",42.38997893574722,-71.10954835778396
25044992,7/28,2025,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173511022005,2              ,"Crime Log July 22 to July 28, 2025",7/28/25,9:54 PM,Assault,"Somerville Police responded to a hotel on Foley St for report of an assault. Upon arrival, officers spoke with the victim who stated she heard commotion outside of her room and was then approached by a female party who punched her in the face.",42.384415100737,-71.10160345454008
25045287,7/29,2025,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173502023004,4              ,"Crime Log July 22 to August 4, 2025",7/29/25,4:08 PM,Armed Robbery,"Somerville Police responded to a business on Broadway for report of a robbery. Upon arrival, officers spoke with an employee who stated a male party entered the store and asked to buy cigarettes. He then brandished a knife at the employee and demanded money inside the register. The male then fled the area.",42.39244172064042,-71.09550215045839
25045555,7/30,2025,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501071011,1              ,"Crime Log July 22 to August 4, 2025",7/30/25,1:26 PM,Assault,"Somerville Police responded to Broadway for a past assault. Upon arrival, officers spoke with the juvenile victim who stated on 7/25/25, she was approached by a male party who proceeded to grab her arm. The juvenile pulled her arm away and fled the area.",42.389237791295095,-71.08498446546673
25046275,8/2,2025,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173509003009,6              ,"Crime Log July 22 to August 4, 2025",8/2/25,11:00 AM,Assault,"Somerville Police responded to Elm St for a fight. Upon arrival, officers spoke with two males who stated they got into a fight with each other.",42.39560959699871,-71.12251784738702
25046453,8/3,2025,Last Half (Midnight - 8AM),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173514033000,1              ,"Crime Log July 22 to August 4, 2025",8/3/25,12:50 AM,Robbery,"Somerville Police responded to Broadway for a larceny. Upon arrival, officers spoke with the victim who stated she was walking home and was approached by a male party who grabbed her chain off her neck then fled on a bicycle.",42.386379082542064,-71.08155871467801
25047169,8/5,2025,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173504004008,6              ,"Crime Log August 5 to August 11, 2025",8/5/25,6:34 PM,Assault,"Somerville Police responded to Willow Ave for a road rage incident. Upon arrival, officers spoke with two male parties who stated they got into a traffic dispute then began fighting each other.",42.39595560761055,-71.11779955866689
25047910,8/8,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173504004007,6              ,"Crime Log August 5 to August 11, 2025",8/8/25,2:39 PM,Residential Breaking & Entering,"Somerville Housing Police responded to a residence on College Ave for a past breaking and entering. Upon arrival, officers spoke with the victim who stated there was damage to his apartment door and several items inside were tampered with.",42.39682547365073,-71.12103833993245
25048615,8/11,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173501081004,4              ,"Crime Log August 5 to August 11, 2025",8/11/25,1:16 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Jaques St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone reached trough an open window of her apartment and stole a laptop.",42.397016088874196,-71.09405180712419
25048690,8/11,2025,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173510013009,2              ,"Crime Log August 5 to August 11, 2025",8/11/25,5:43 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Elm St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone entered his garage and stole a bicycle.",42.38852867136386,-71.11678570737485
25048708,8/11,2025,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173510022000,5              ,"Crime Log August 5 to August 11, 2025",8/11/25,6:46 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Lexington Ave for a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone entered his garage and stole a bicycle.",42.39411245125041,-71.11253716935664
25049020,8/12,2025,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173504001003,6              ,"Crime Log August 12 to August 18, 2025",8/12/25,7:56 PM,Assault,"Somerville Police responded to Bromfield Rd for a weapons call. Upon arrival, officers spoke with the victim who stated she was walking down Warner St and was shot with an airsoft gun by a passing vehicle. No injuries were reported. Officers identified the suspect.",42.403120604613505,-71.11667106206635
25049030,8/12,2025,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173509003008,6              ,"Crime Log August 12 to August 18, 2025",8/12/25,8:43 PM,Robbery,"Somerville Police responded to the Cambridge Hospital to speak with a victim of a robbery. Upon arrival, the victim stated he was in Davis Sq and was approached by two males who demanded money then attacked him. The suspects stole his phone and cash. Officers identified the suspects.",42.395772752167034,-71.12406299073093
25049464,8/14,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173502021002,5              ,"Crime Log August 12 to August 18, 2025",8/14/25,11:20 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Adam St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone broke the glass door to the apartments. Nothing was reported missing.",42.39469755218884,-71.1007548925107
25049522,8/14,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173514043001,1              ,"Crime Log August 12 to August 18, 2025",8/14/25,3:41 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Flint St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated a male party entered her shed and stole a tool.",42.38484273597608,-71.08681460302141
25049672,8/15,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173502023006,4              ,"Crime Log August 12 to August 18, 2025",8/15/25,8:37 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Evergreen Ave for a past breaking and entering. Upon arrival, officers spoke with the victim who stated he left his apartment and when he returned, noticed his front door was kicked in. Nothing was reported missing.",42.391425529042905,-71.09464327764317
25049819,8/15,2025,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173509003008,6              ,"Crime Log August 12 to August 18, 2025",8/15/25,6:36 PM,Assault,"Somerville Police took a report from a female party regarding a past assault. She stated that while in Davis Sq with her child, a male smashed a bottle on the ground and shards of glass cut her child.",42.395772752167034,-71.12406299073093
25050007,8/16,2025,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501061015,1              ,"Crime Log August 12 to August 18, 2025",8/16/25,2:33 PM,Assault,"Somerville Police responded to a business in Assembly Row for a larceny. Upon arrival, officers spoke with an employee who stated a male party entered the store and proceeded to steal several items. The male then pushed the employee and threw items at her.",42.39458122149659,-71.08008094022223
25050175,8/17,2025,Last Half (Midnight - 8AM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173507022001,7              ,"Crime Log August 12 to August 18, 2025",8/17/25,4:52 AM,Assault,"Somerville Police responded to an apartment complex on Broadway for a past assault. Upon arrival, officers spoke with the victim who stated he was smoking a cigarette in the basement and was attacked by four females and two males.",42.405561460989844,-71.13330862516956
25050446,8/18,2025,Day Shift (8AM - 4PM),35A,Drug/Narcotic Violations,"The unlawful cultivation, manufacture, distribution, sale, purchase, use, possession, transportation, or importation of any controlled substance.",Drug/Narcotics Offenses,Crimes against Society,250173511022003,2              ,"Crime Log August 12 to August 18, 2025",8/18/25,11:44 AM,Arrest,"Somerville Police responded to a hotel on Somerville Ave after a housekeeper located drugs inside a room. While officers were talking with staff, the guests returned to the room. Officers then entered the room and observed two males inside. Officers recovered 48 grams of methamphetamine and 14 grams of crack cocaine. Both male parties were placed under arrest.",42.384479277443525,-71.10528525879535
25050849,8/19,2025,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173507022001,7              ,"Crime Log August 19 to August 25, 2025",8/19/25,8:44 PM,Assault,"Somerville Police responded to Broadway for report of an assault. Upon arrival, officers spoke with the victim who stated while walking on Alewife Brook Pkwy, he was approached by a male party who punched him in the face.",42.405561460989844,-71.13330862516956
25051033,8/20,2025,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501091002,4              ,"Crime Log August 19 to August 25, 2025",8/20/25,4:44 PM,Assault,"Somerville Police responded to a business on Mystic Ave for report of juveniles coming into the store and causing disturbances. Upon arrival, officers spoke with an employee who stated a juvenile male threw a package of soup at him. Officers identified the juvenile suspect.",42.39569125969593,-71.09020335527103
25051531,8/22,2025,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173504004007,6              ,"Crime Log August 19 to August 25, 2025",8/22/25,2:55 PM,Assault,"Somerville Police responded to College Ave for a past assault. Upon arrival, officers spoke with the victim who stated he was walking on the sidewalk and saw a bike blocking the way. When he moved the bike, a juvenile male began to attack him. The victim suffered injuries to his lip.",42.39682547365073,-71.12103833993245
25051684,8/23,2025,Last Half (Midnight - 8AM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173509003008,6              ,"Crime Log August 19 to August 25, 2025",8/23/25,2:28 AM,Assault,"Somerville Police responded to Davis Sq for a past assault. Upon arrival, officers spoke with the victim who stated a female assaulted him with a brick.",42.395772752167034,-71.12406299073093
25051891,8/24,2025,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173512042007,2              ,"Crime Log August 19 to August 25, 2025",8/22/25,2:58 AM,Arrest,"Somerville Police responded to a business on Bow St for a breaking and entering. Upon arrival, officers observed two male parties inside. One of the males was then placed under arrest.",42.38107140503431,-71.09812182520128
25051954,8/24,2025,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173515003011,2              ,"Crime Log August 19 to August 25, 2025",8/24/25,11:46 AM,Assault,Somerville Police were flagged down on Allen St. The reporting party stated his son was playing in the park next to the community garden and was sprayed with a hose by a female party.,42.37767776782178,-71.0928894256856
25052594,8/26,2025,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173515003010,2              ,"Crime Log August 26 to September 1, 2025",8/26/25,10:02 PM,Assault,"Somerville Police took a report regarding a past assault. The victim stated that while working with his boss, his boss threw a rock at him then tried to hit him with a hammer.",42.37714992540146,-71.09175938237014
25052648,8/27,2025,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173514031003,1              ,"Crime Log August 26 to September 1, 2025",8/27/25,4:04 AM,Commercial Breaking & Entering,"Somerville Police responded to a business on Lincoln St for a breaking and entering. Upon arrival, officers spoke with the owner who stated a male party entered the business and began rummaging through items. Nothing was reported missing.",42.38619342144759,-71.0804773860827
25053555,8/30,2025,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501071015,1              ,"Crime Log August 26 to September 1, 2025",8/30/25,5:51 PM,Assault,"Somerville Police responded to Autumn St & Broadway for a fight. Upon arrival, officers observed multiple juveniles fighting in the street. Officers confiscated a knife from one of the juveniles.",42.38918871380733,-71.08707039851853
25054381,9/3,2025,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173512042005,2              ,"Crime Log September 2 to September 8, 2025",9/3/25,5:59 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Quincy St for a breaking and entering. Upon arrival, officers spoke with the victim who stated he was sleeping and awoke to an individual standing over him. The suspect then fled out of the house. Nothing was reported missing.",42.38258794083148,-71.10026905557659
25054457,9/3,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173515002007,2              ,"Crime Log September 2 to September 8, 2025",9/3/25,11:12 AM,Commercial Breaking & Entering,"Somerville Police responded to a business on Columbia St for a breaking and entering. Upon arrival, officers spoke with the owner who stated the business is permanently closed and when he entered, observed two males sleeping inside. Nothing was reported missing.",42.375085778263326,-71.09341226994736
25055243,9/6,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173507021010,7              ,"Crime Log September 2 to September 8, 2025",9/6/25,11:23 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Alewife Brook Pkwy for a breaking and entering. Upon arrival, officers spoke with the reporting party who stated he entered his mothers apartment and noticed that several pieces of jewelry were missing.",42.41466841890485,-71.12991859678051
25055363,9/6,2025,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501061012,1              ,"Crime Log September 2 to September 8, 2025",9/6/25,7:47 PM,Assault,"Somerville Police responded to a business on Canal St for a shoplifting. Upon arrival, officers spoke with the victim who stated a group of juveniles entered the store and proceeded to steal various items. Two of the juveniles then assaulted the clerk while leaving.",42.39362943087034,-71.07982108611412
25055467,9/7,2025,Last Half (Midnight - 8AM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173504004007,6              ,"Crime Log September 2 to September 8, 2025",9/7/25,3:50 AM,Assault,"Somerville Police responded to Davis Sq for an assault. Upon arrival, officers spoke with the victim who stated he was walking through Davis Sq and a male party began throwing bricks at him then hit him in the head with a stick.",42.39682547365073,-71.12103833993245
25056042,9/9,2025,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173514042007,1              ,"Crime Log September 9 to September 15, 2025",9/9/25,4:17 PM,Arrest,"Somerville Police responded to a residence on Gilman St for a suspicious person. Upon arrival, officers spoke with a neighbor who stated a male ran through his yard and into the driveway of a nearby house. Officers located the male party in the basement of the residence and he was placed under arrest.",42.38552564186117,-71.09217745954838
25056584,9/11,2025,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501061003,1              ,"Crime Log September 9 to September 15, 2025",9/11/25,6:13 PM,Assault,"Somerville Police responded to a business in Assembly Row for a dispute. Upon arrival, officers spoke with the victim who stated a female party came into the store and proceeded to shoplift. When the victim confronted her, the suspect assaulted her. The suspect then called her son to the store and he began attacking the victim as well.",42.39550993419608,-71.07889572583264
25056787,9/12,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173507011005,7              ,"Crime Log September 9 to September 15, 2025",9/12/25,3:30 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Watson St for a breaking and entering. Upon arrival, officers spoke with the victim who stated her bike was stolen from her enclosed porch.",42.404961063240755,-71.12800619140417
25056991,9/13,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173509003012,6              ,"Crime Log September 9 to September 15, 2025",9/13/25,1:15 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Orchard St for a breaking and entering. Upon arrival, officers spoke with the victim who stated her bike was stolen from her enclosed porch.",42.39504951613517,-71.12530043614487
25057018,9/13,2025,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501061007,1              ,"Crime Log September 9 to September 15, 2025",9/13/25,4:38 PM,Assault,"Somerville Police responded to a parking garage in Assembly for an assault. Upon arrival, officers spoke with the victim who stated she honked her horn at a male party. After doing so, the male grabbed a bat from his car and approached the victim then left the area.",42.394808441358904,-71.07837655645838
25057044,9/13,2025,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173514031000,1              ,"Crime Log September 9 to September 15, 2025",9/13/25,6:34 PM,Robbery,"Somerville Police responded to a business on Broadway for a robbery. Upon arrival, officers spoke with an employee who stated a male party came into the store and asked for cigarettes. When the clerk turned around, the suspect brandished a knife and demanded money in the register.",42.38512810546521,-71.07838275138916
25057076,9/13,2025,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173509003010,6              ,"Crime Log September 9 to September 15, 2025",9/13/25,11:23 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Chester St for a breaking and entering. Upon arrival, officers spoke with the victim who stated he left his door open and someone broke in and stole his wallet and other items.",42.394934345769485,-71.1235927329506
25057929,9/17,2025,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173503001001,5              ,"Crime Log September 16 to September 22, 2025",9/17/25,10:20 PM,Commercial Breaking & Entering,"Somerville Police responded to a business on Broadway for a breaking and entering. Upon arrival, officers observed the front door and window were broken. Nothing was reported missing.",42.3966195923337,-71.10323503308702
25058118,9/18,2025,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173515001008,2              ,"Crime Log September 16 to September 22, 2025",9/18/25,5:19 PM,Assault,"Somerville Police responded to Medford St for an assault. Upon arrival, officers spoke with the victim who stated he got into a traffic altercation with another male who attacked him. Officers identified the suspect.",42.37492016212208,-71.08748827350887
25058211,9/19,2025,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173504005000,6              ,"Crime Log September 16 to September 22, 2025",9/19/25,8:57 AM,Assault,"Somerville Police responded to a business on Broadway for report of an assault. Upon arrival, officers spoke with an employee who stated a male party entered the store then became angry and threw a drink at him.",42.39971007746298,-71.11350113028236
25058305,9/19,2025,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173513001000,3              ,"Crime Log September 16 to September 22, 2025",9/19/25,2:55 PM,Arrest,"Somerville Police responded to 79 Highland Ave for a report of a juvenile male who displayed a gun. Upon arrival, officers spoke with the victim who stated he was involved in a verbal altercation with the juvenile suspect. During the altercation, the juvenile suspect displayed a gun then punched the victim before fleeing the area. After a brief pursuit, officers apprehended the suspect and placed him under arrest.",42.38678657149992,-71.09626282263741
25058558,9/20,2025,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173514031000,1              ,"Crime Log September 16 to September 22, 2025",9/20/25,7:52 PM,Robbery,"Somerville Police responded to a business on Broadway for a robbery. Upon arrival, officers spoke with two employees who stated a male party entered the store then brandished a knife and demanded money from the register.",42.38512810546521,-71.07838275138916
25061241,10/1,2025,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501061014,1              ,"Crime Log September 30 to October 13, 2025",10/1/25,5:18 PM,Assault,"Somerville Police responded to a business in Assembly Row for an assault. Upon arrival, officers spoke with an employee who stated two juvenile males entered the store and threw eggs at him then punched him.",42.3945624256793,-71.08278355879614
25061340,10/2,2025,Last Half (Midnight - 8AM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173507013001,7              ,"Crime Log September 30 to October 13, 2025",10/2/25,7:59 AM,Assault,"Somerville Police responded to Broadway & Garrison for an assault. Upon arrival, officers spoke with the victim who stated she was approached by a male party who proceeded to punch her in the face.",42.404087393252944,-71.13120504850504
25061857,10/4,2025,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173505002001,6              ,"Crime Log September 30 to October 13, 2025",10/4/25,7:13 AM,Commercial Breaking and Entering,"Somerville Police responded to a business on Holland St for a breaking and entering. Upon arrival, officers spoke with the victim who stated a male party smashed the front door and stole two cash registers.",42.400076791741746,-71.12308780726187
25062030,10/4,2025,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173514041000,1              ,"Crime Log September 30 to October 13, 2025",10/5/25,11:04 PM,Arrest,"Somerville Police responded to Washington St for report of an assault. Upon arrival, officers spoke with the victim who stated he got into an argument with a male party. During the argument, the male suspect slashed the victim with a boxcutter. Officers located the suspect and he was placed under arrest.",42.3829050807184,-71.08066600366395
25062265,10/6,2025,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173509003014,6              ,"Crime Log September 30 to October 13, 2025",10/6/25,2:47 AM,Commercial Breaking and Entering,"Somerville Police responded to a business on Elm St for a breaking and entering. Upon arrival, officers spoke with the victim who stated two males smashed the door with a brick and stole numerous bottles of liquor.",42.39490861908717,-71.12047434867006
25062487,10/7,2025,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173505002000,6              ,"Crime Log September 30 to October 13, 2025",10/7/25,12:12 AM,Residential Breaking and Entering,"Somerville Police responded to a residence on Irving St for report of a breaking and entering. Upon arrival, officers spoke with the victim who observed a male party in her living room. The suspect stole a laptop and a pair of binoculars then fled toward Davis Sq.",42.399655300064744,-71.12255011236279
25062547,10/7,2025,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173515002014,2              ,"Crime Log September 30 to October 13, 2025",10/7/25,9:24 AM,Commercial Breaking and Entering,"Somerville Police responded to a construction site on Medford St for a breaking and entering. Upon arrival, officers spoke with the victim who stated that someone entered the jobsite and stole several of his tools.",42.373829907280054,-71.08817592803825
