Source,Case Number,Date,Time,Type,Description
October 2nd 2023 - August 1st 2023 Crime News,23048873,8/27/23,4:23 PM,Assault,"Somerville Police responded to Beacon St & Buckingham St for a fight. Upon arrival, officers spoke with the victim who stated he and his wife were traveling on bicycles and noticed a vehicle blocking the bike lane. The victim confronted the operator of the vehicle and an argument ensued. When the victim and his wife continued biking, the operator of the vehicle drove up on the sidewalk and struck the victim causing an injury to his leg."
October 2nd 2023 - August 1st 2023 Crime News,23048754,8/26/23,11:30 PM,Assault,"Somerville Police responded to a business on Elm St for a fight. Upon arrival, officers observed a male party kicking another male in the head. Officers learned that the male party being attacked had stolen the other male’s wallet. Officers identified both males."
October 2nd 2023 - August 1st 2023 Crime News,23046571,8/16/23,8:39 PM,Assault,"Somerville Police responded to 14 McGrath Hwy for report of a vandalism. Upon arrival, officers spoke with the victim who stated he was approached by a male party who smashed his headphones then shoved"
October 2nd 2023 - August 1st 2023 Crime News,23046328,8/15/23,7:27 PM,Assault,"Somerville Police responded to a business on Medford St for report of an assault. Upon arrival, officers spoke with the victim who stated a male party attempted to punch him in the face. Officers identified"
October 2nd 2023 - August 1st 2023 Crime News,23046559,8/16/23,7:46 PM,Assault,"Somerville Police responded to a business in Davis Sq for report of an assault. Upon arrival, officers spoke with the reporting party who stated his juvenile son was kicked by a store employee. Officers"
October 2nd 2023 - August 1st 2023 Crime News,23047237,8/20/23,12:22 AM,Assault,"Somerville Police responded to a business on Washington St for report of an assault. Upon arrival, officers observed a female party lying on the ground suffering from a head injury. Officers spoke with an employee who stated a male party punched the female then fled prior to police arrival."
October 2nd 2023 - August 1st 2023 Crime News,23047053,8/19/23,12:48 AM,Assault,"Somerville Police responded to a business on Somerville Ave for report of an assault. Upon arrival, officers spoke with a witness who stated a security guard was punched by a female party."
October 2nd 2023 - August 1st 2023 Crime News,23045530,8/12/23,12:15 AM,Assault,"Somerville Police responded to 265 Broadway for report of a past robbery. Upon arrival, officers spoke with the victim who stated while walking home, he was approached by a male suspect who placed a knife against his neck and demanded money. The victim then smacked the knife away and the suspect fled the area. The suspect was described as a white male, early 20s, black beard and wearing a black shirt and blue jeans"
October 2nd 2023 - August 1st 2023 Crime News,23045863,8/13/23,7:51 PM,Assault,"Somerville Police responded to 105 Alewife Brook Pkwy for report of an assault. Upon arrival, officers spoke with a female victim who stated her and her friend were approached by a group of juvenile males who"
October 2nd 2023 - August 1st 2023 Crime News,23045027,8/9/23,1:11 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Josephine Ave for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated he found his backpack on the living room floor"
October 2nd 2023 - August 1st 2023 Crime News,23046034,8/14/23,4:14 PM,Assault,"Somerville Police responded to 22 McGrath Hwy for report of an assault. Upon arrival, officers spoke with the victim who was suffering from a laceration to her lip. She stated that she was approached by two females who then began to attack her. The female suspects fled prior to police arrival."
October 2nd 2023 - August 1st 2023 Crime News,23045651,8/12/23,4:16 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Adams St for report of a past breaking and entering. Upon arrival, officers spoke with the residents who stated several items were stolen from their basement."
October 2nd 2023 - August 1st 2023 Crime News,23046050,8/14/23,5:11 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Liberty Ave for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated several electronic items were stolen his garage."
October 2nd 2023 - August 1st 2023 Crime News,23044650,8/7/23,11:10 PM,Assault,"Somerville Police responded to Revolution Dr for report of a past assault. Upon arrival, officers spoke with a juvenile male who stated he was sitting inside the AMC theater and was attacked by two other"
October 2nd 2023 - August 1st 2023 Crime News,23043733,8/3/23,6:55 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Norfolk St for report of a breaking and entering in progress. Upon arrival, officers spoke with the victim who stated she was asleep in her bed and awoke to a female rummaging through her drawers. The female suspect then fled out of the house."
October 2nd 2023 - August 1st 2023 Crime News,23043369,8/1/23,2:15 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Malvern Ave for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated a bicycle was stolen from his garage."
October 2nd 2023 - August 1st 2023 Crime News,23044559,8/7/23,11:58 AM,Residential Breaking & Entering,Somerville Police took a report regarding a past breaking and entering that occurred at an apartment complex on Foley St. The reporting party stated that two bicycles were stolen from the bike room.
October 2nd 2023 - August 1st 2023 Crime News,23044358,8/6/23,7:02 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Norfolk St for report of a breaking and entering. Upon arrival, officers spoke with the reporting party who stated a male party walked into his apartment then"
October 2nd 2023 - August 1st 2023 Crime News,23044541,8/7/23,10:09 AM,Commercial Breaking & Entering,"Somerville Police responded to a vacant building in the area of Whipple St & Willow Ave. Upon arrival, officers spoke with the reporting party who stated he was conducting a check of the property and noticed the keypad providing entry was damaged. Nothing was reported missing."
March 28th 2022 - December 20th 2021 Crime News,22015659,3/24/22,4:27 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Myrtle St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated she left her residence earlier in the day and when she returned home, observed her bedroom had been ransacked. A laptop and jewelry were"
March 28th 2022 - December 20th 2021 Crime News,22015253,3/22/22,9:03 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Wilton St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated after he returned home from work, he observed his back door was kicked open and his house was ransacked. Cash was reported missing."
March 28th 2022 - December 20th 2021 Crime News,22015739,3/25/22,1:42 AM,Commercial Breaking & Entering,"Somerville Police responded to a business in the area of Somerville Ave & Carlton St for a check condition. Upon arrival, officers observed the front glass door broken and a rock found nearby. Nothing was"
March 28th 2022 - December 20th 2021 Crime News,22016131,3/26/22,9:14 PM,Residential Breaking & Entering,Somerville Police took a report from a victim who stated the basement of his residence on Crocker St was in disarray and tools
March 28th 2022 - December 20th 2021 Crime News,22015866,3/25/22,3:39 PM,Residential Breaking & Entering,"Somerville Police responded to a residence in the area of Temple St & Taylor St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated he was out of the house and when he returned home, observed all the bedroom doors open and cash had been Other Crimes during March 22, 2022 through March 28, 2022: Robbery & Assaults March 15 to March 21 2022"
March 28th 2022 - December 20th 2021 Crime News,22014111,3/17/22,1:16 PM,Armed Robbery,"Somerville Police responded to a business in Assembly Row for report of a robbery. Upon arrival, officers spoke with an employee who stated a black man, 30-40 years of age, wearing a light colored baseball hat, a blue sweatshirt with white strings, blue sweatpants with a white stripe on the side and white sneakers began to select numerous items then told the security guard he had a gun. The suspect fled out of the store with the stolen items into an awaiting vehicle."
March 28th 2022 - December 20th 2021 Crime News,22013713,3/15/22,5:17 PM,Assault / Robbery,Somerville Police took a report that a juvenile male was assaulted and robbed by three other juvenile males in the area of 17 Lincoln St. The juvenile victim stated he was struck in the arm then his cellphone and
March 28th 2022 - December 20th 2021 Crime News,22014988,3/21/22,5:17 PM,Unarmed Robbery / Assault,"Somerville Police responded to 14 North St for report of a juvenile who had been assaulted. Upon arrival, officers spoke with a juvenile male and female who stated they were approached by another juvenile male. The juvenile suspect then took a cellphone belonging to the juvenile male then struck the juvenile female multiple times. The juvenile suspect was described as a black male, in his early teens, wearing all black and had braces."
March 28th 2022 - December 20th 2021 Crime News,22014418,3/18/22,8:02 PM,Assault,"Somerville Police responded to Beacon & Washington St for report of an assault. Upon arrival, officers spoke with the victim who stated while he was driving on Washington St, he was struck in the face with dog feces by two white men. Break Ins Mar 15 to Mar 21 2022"
March 28th 2022 - December 20th 2021 Crime News,22014113,3/17/22,1:31 PM,Residential Breaking & Entering,"Somerville Police responded to a multifamily residence on Buckingham St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated his laptop, cash and a diamond"
March 28th 2022 - December 20th 2021 Crime News,22014069,3/17/22,8:43 AM,Attempted Residential Breaking & Entering,"Somerville Police responded to a residence in the area of McGrath Hwy & Boston St for report of an attempted breaking and entering. Upon arrival, officers spoke with the reporting person who stated she heard a loud bang on the side of her home then observed an unknown man near the window. The suspect then fled the area. The suspect was described as a white man, wearing camouflaged pants with black sneakers, tattoos on both sides of his neck, and appeared to be about 5 feet 8 inches in height. Other crimes during March 15, 2022 through March 21, 2022: Assault Log March 8 to March 14 2022"
March 28th 2022 - December 20th 2021 Crime News,22013236,3/13/22,4:28 PM,Assault,"Somerville Police responded to a business in Assembly Row for report of a man who threatened employees. Upon arrival, officers spoke with an employee who stated a black man in his late twenties, approximately 5'08"" tall, wearing black pants and a black sweatshirt made threats to assault them then left toward Central St. While officers were searching for the suspect, they received another report that the same suspect had also punched a security guard"
March 28th 2022 - December 20th 2021 Crime News,22012982,3/12/22,1:28 AM,Assault,"Somerville Police responded to a business in the area of Somerville Ave & Kent St for report of an injured person. Upon arrival, officers spoke with employees who stated the victim was pushed to the ground by a white bald male. The victim suffered injuries to his head. Other crimes during the week - 3/8/22 to 3/14/22: Public Safety News Mar 1 2022 to March 7 2022"
March 28th 2022 - December 20th 2021 Crime News,22011743,3/6/22,9:33 PM,Arrest,"Somerville Police arrested a man for armed robbery following an incident at a business in Davis Sq. The defendant attempted to steal numerous shaving items then forced his way around the counter and demanded cash in the register. The defendant kept his hands in his sweatshirt and gestured to having a weapon. After a brief struggle with employees, he fled the store and was apprehended by officers shortly after. No weapons were found on his person."
March 28th 2022 - December 20th 2021 Crime News,22011745,3/6/22,9:46 PM,Assault,"Somerville Police responded to Dana St for report of an assault. Upon arrival, officers spoke with the victim who stated he was approached by a man that attempted to steal his jewelry. The victim attempted to leave and the man"
March 28th 2022 - December 20th 2021 Crime News,22010634,3/1/22,5:22 PM,Assault,"Somerville Police responded to a business at 14 McGrath Hwy for report of a man that pulled a knife on another man. Upon arrival, officers located two juvenile male suspects riding their bikes. Officers then spoke to the victim who stated he got into an argument with the two juveniles and one of them brandished a knife at him then threatened to kill him. Officers recovered the Other Crimes during March 1, 2022 through March 7, 2022: Robbery Log Feb 22 2022 to Feb 28 2022"
March 28th 2022 - December 20th 2021 Crime News,22009883,2/25/22,5:47 PM,Armed Robbery,"Somerville Police responded to a business at 14 McGrath Hwy for report of an armed robbery with a firearm. Upon arrival, officers spoke with the reporting person who stated a man brandished a firearm at him then demanded the money in the register. The suspect was described as a black man, wearing a blue face mask with white lettering on the front, a grey Adidas hoodie with 3 black stripes on the sleeves and an Adidas emblem on the left chest, beige cargo pants"
March 28th 2022 - December 20th 2021 Crime News,22009405,2/23/22,7:34 PM,Armed Robbery,"Somerville Police responded to a business in the area of Broadway & Mt Pleasant St for report of an armed robbery. Upon arrival, officers spoke with the reporting person who stated a man brandished a knife at her then demanded the money in the register. The male party was described as 5’6"", wearing all black, blue rubber gloves, and possibly being of Indian descent. Assault Log Feb 22 2022 to Feb 28 2022"
March 28th 2022 - December 20th 2021 Crime News,22010226,2/27/22,5:05 PM,Assault,"Somerville Police responded to Assembly Row for report of an assault that had just occurred. Upon arrival, officers spoke with the victim who stated while inside a parking garage, she engaged in an argument with a man and woman. During the argument, the woman struck the victim causing her to fall to the ground. The man then approached the victim and kicked her."
March 28th 2022 - December 20th 2021 Crime News,22010410,2/28/22,3:42 PM,Assault,"Somerville Police responded to Heath St for report of an assault. Upon arrival, officers spoke with the reporting person who stated his juvenile son was struck in the face by two other juvenile males after they attempted to rob him Break In Feb 22 2022 to Feb 28 2022"
March 28th 2022 - December 20th 2021 Crime News,22009292,2/23/22,9:48 AM,Commercial B&E,"Somerville Police responded to a business in the area of Somerville Ave & Kilby St for report of a past breaking and entering. Upon arrival, officers spoke with the reporting person who stated cash and an iPad were stolen"
March 28th 2022 - December 20th 2021 Crime News,22009593,2/24/22,4:18 PM,Commercial B&E,"Somerville Police responded to a business on Bow St for report of a past breaking and entering. Upon arrival, officers spoke with the reporting person who stated the front door was pried open and two laptops were"
March 28th 2022 - December 20th 2021 Crime News,22009593,2/23/22,9:31 AM,Commercial B&E,"Somerville Police responded to a business on Bow St for report of a past breaking and entering. Upon arrival, officers spoke with the reporting person who stated the cash register was smashed. Other Crimes during Feb. 22, 2022 through Feb. 28, 2022: Assault Log Feb 8 2022 to Feb 14 2022"
March 28th 2022 - December 20th 2021 Crime News,22006941,2/11/22,10:41 AM,Assault,"Somerville Police responded to the area of Central St & Albion St after a victim reported that while he was in the crosswalk, he was approached by two juvenile males, one of whom displayed what appeared to be"
March 28th 2022 - December 20th 2021 Crime News,22007027,2/11/22,6:43 PM,Assault,"Somerville Police responded to Pearl St & Walnut St for report of a past assault. Upon arrival, officers spoke with the reporting party who stated her juvenile daughter was attacked by a group of juvenile females. The victim suffered multiple injuries."
March 28th 2022 - December 20th 2021 Crime News,22007036,2/11/22,7:45 PM,Assault,"Somerville Police responded to a business in the area of Mystic Valley Pkwy & Boston Ave for report of an assault. Upon arrival, officers were informed that a customer engaged in an argument with an employee. During the argument, the employee threw an object at the customer. The customer then damaged an office computer in retaliation. Break In Log Feb 8 2022 to Feb 14 2022"
March 28th 2022 - December 20th 2021 Crime News,22006384,2/9/22,12:08 AM,Residential Breaking and Entering,"Somerville Police responded to a residence in the area of Somerville Ave & Park St for an attempted breaking and entering. Upon arrival, officers spoke with the victim who stated he saw an unknown person lift his front window then stick a hand through. The victim yelled and the suspect"
March 28th 2022 - December 20th 2021 Crime News,22007184,2/12/22,1:11 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Glen St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated he observed damage to his basement door and door frame."
March 28th 2022 - December 20th 2021 Crime News,22007249,2/12/22,8:33 PM,Residential Breaking and Entering,"a victim entered the station and reported a past breaking and entering at his residence on Rossmore St. The victim stated he observed his garage door open and a tool was missing. Other Crimes during Feb 8, 2022 to Feb 14, 2022:"
March 28th 2022 - December 20th 2021 Crime News,22005148,2/1/22,9:05 PM,Residential Breaking and Entering,"Somerville Police responded to a multifamily residence on Rossmore St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated his air compressor was missing from his Other Crime from Feb 1, 2022 - Feb 7, 2022: Break In Log Jan 18 2022 to Jan 24 2022 Somerville Police Respond to Breaking & Entering"
March 28th 2022 - December 20th 2021 Crime News,22002705,1/18/22,2:09 PM,• 1 Bike Theft,"Somerville Police responded to a residence on Carver St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated he observed the lock on his shed was taken off and Somerville Police Respond to Commercial Breaking & Entering"
March 28th 2022 - December 20th 2021 Crime News,22002927,1/19/22,4:09 PM,two bikes were missing.,"Somerville Police responded to a business in Assembly Row for report of a past breaking and entering. Upon arrival, officers spoke with the reporting person stated that on 1/17/22 at approximately 9:05 PM, two individuals entered the back room of the business through an open door. Somerville Police Respond to Commercial Breaking & Entering"
March 28th 2022 - December 20th 2021 Crime News,22003358,1/22/22,3:34 AM,Nothing was reported missing.,"Somerville Police responded to a business in the area of Somerville Ave & Bow St for report of a breaking and entering that had just occurred. Upon arrival, officers spoke with the reporting person stated he heard an alarm at the business then observed six individuals fleeing the area in a white sedan. Officers then reviewed surveillance footage which revealed five individuals inside the business smashing display cases and stealing multiple pieces of jewelry. Detectives collected blood that was on a piece of broken glass. Shooting Log Jan 11 to Jan 17 2022"
March 28th 2022 - December 20th 2021 Crime News,22001986,1/14/22,3:13 AM,Somerville Police Respond to Shooting,Somerville Police responded to the area of 771 for a report of shots fired. Officers located six .45 caliber casings near the intersection of McGrath Hwy & Mystic Ave. A witness reported seeing two vehicles flee onto the 93S ramp. One vehicle was believed to be a gray sedan. Home Invasion Where a Shot Was Fired
March 28th 2022 - December 20th 2021 Crime News,22002410,1/17/22,12:22 AM,Somerville Police Respond to Shooting,"Somerville Police arrested an individual at a multifamily residence on Perkins St following a home invasion that resulted in a gunshot being fired. Upon arrival, officers spoke with the victim who stated the defendant entered his apartment then pointed a firearm at him and threatened to kill him. The defendant then struck the victim with the firearm causing the firearm to discharge a round through a window. Officers recovered a loaded firearm and two Assault Log Jan 11 to Jan 17 2022 Somerville Police Respond to Assault with Firearm"
March 28th 2022 - December 20th 2021 Crime News,22002280,1/16/22,12:47 AM,loaded large capacity magazines.,"Somerville Police responded to Gilman St for report of an individual who brandished a firearm. Upon arrival, officers spoke with the victim who stated she exited her vehicle and was then approached by three men, one of whom brandished a firearm at her. The victim then walked to her apartment nearby and the man with the gun followed her and pointed it at her head. A witness stated that 10 minutes prior to police arrival, she observed the victim exchanging paperwork with a black man in his thirties wearing a red bandana and dark"
March 28th 2022 - December 20th 2021 Crime News,22002586,1/17/22,10:44 PM,Somerville Police Respond to Assault,"Somerville Police responded to the area of Broadway & Indiana Ave for report of a fight. Upon arrival, officers located a victim unresponsive on the ground suffering from injuries to his face. A witness stated the victim and another man were involved in a fight and the other man struck the victim with a piece of metal. Officers identified the suspect."
March 28th 2022 - December 20th 2021 Crime News,22002568,1/17/22,7:27 PM,Somerville Police Respond to Assault,"Somerville Police responded to the area of 102 Fellsway for report of a fight. Upon arrival, officers spoke with a victim who stated he was engaged in a fight with man. During the fight, the man struck the victim several times and attempted to strangle him. Officers identified the suspect. Public Safety News Log Dec 28 2021 to Jan 10 2022 Somerville Police Respond to Breaking & Entering"
March 28th 2022 - December 20th 2021 Crime News,22000044,1/1/22,4:06 AM,Somerville Police Respond to Assault,"Somerville Police responded to a residence on Dearborn Rd for report of a breaking and entering in progress. Upon arrival, officers spoke with the victims who stated they observed a man shining a light into their basement window then attempted to step inside. The man was described as Somerville Police Respond to Breaking & Entering"
March 28th 2022 - December 20th 2021 Crime News,22001397,1/10/22,3:37 PM,wearing a black hooded sweatshirt.,"Somerville Police responded to a multifamily residence in the area of Broadway & Macarthur St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated his snow blower had been stolen from his basement."
March 28th 2022 - December 20th 2021 Crime News,22001219,1/9/22,10:26 AM,Somerville Police Respond to Assault,"Somerville Police responded to a business in the area of Somerville Ave & Elm St for report of a fight. Upon arrival, officers spoke with two men who stated they were involved in an argument that escalated into a fight. During the fight, one pepper sprayed the other. Assault Log Dec 20 2021 to Dec 27 2021"
March 28th 2022 - December 20th 2021 Crime News,21065904,12/24/21,11:58 AM,Somerville Police Respond to Assault,"Somerville Police responded to the area of Crest Hill Rd & Shore Dr for report of a male with a knife. A description of the suspect was provided and officers located a male matching the description nearby. Officers then spoke with the victim who stated he and the male suspect were involved in an argument. During the argument, the male suspect brandished a knife. Officers Somerville Police Respond to Armed Robbery"
March 28th 2022 - December 20th 2021 Crime News,21065304,12/20/21,,identified the male suspect.,"Somerville Police took a report from a female victim who stated she was robbed at gunpoint at Foss Park on 12/19/21 between 8 PM – 9 PM. She stated that while walking near the intersection of Broadway & McGrath, she was approached by two males demanding she give up all she had. One of the males then brandished a black handgun and held it to her head. The males stole food from the victim. Both males were described as short and wearing dark clothing. Shootings Dec 20 2021 to Dec 27 2021"
March 28th 2022 - December 20th 2021 Crime News,21066204,12/27/21,6:23 AM,Somerville Police Respond to Shooting,"Somerville Police responded to Marshall St for report of a shooting. Upon arrival, officers spoke with the victim who stated while he was sitting in his parked vehicle, another vehicle pulled up next to his and an occupant shot at his vehicle one time. The suspect vehicle was described as a silver/gray sedan with tinted windows and paper license plates. Officers recovered ballistic evidence of one round in a nearby playground. Break In Log Dec 20 to Dec 27 2021 Somerville Police Respond to Residential Breaking & Entering"
March 28th 2022 - December 20th 2021 Crime News,21066039,12/25/21,12:39 PM,Somerville Police Respond to Shooting,"Somerville Police responded to a multifamily residence on Jaques St for report of a person knocking at the door. Upon arrival, officers spoke with the reporting party who stated he heard someone banging on the door of the first floor apartment. Officers entered the apartment and observed a male standing in the kitchen. The male was identified. Nothing was reported missing. Somerville Police Respond to Commercial Breaking & Entering"
March 28th 2022 - December 20th 2021 Crime News,21065624,12/22/21,9:26 AM,Somerville Police Respond to Shooting,Somerville Police took a report from an individual who stated a construction trailer located in the area of Bonair St & Dana St was broken into and a saw and roll of copper were stolen. Somerville Police Respond to Residential Breaking & Entering
March 28th 2022 - December 20th 2021 Crime News,21065942,12/24/21,5:44 PM,Somerville Police Respond to Shooting,"Somerville Police responded to an apartment complex on Day St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated his bicycle was stolen from the basement. The lock on his bicycle was cut. Other Crime Statistics during this period:"
August 1st 2022 - April 5th 2022 Crime News,22041832,7/1/22,,Arrest,"there was an armed carjacking at 460 Mystic Ave. Through investigation, Detectives identified one of the individuals involved as Daniel VIVAS, 19, of Somerville. On 7/28/22, Detectives conducted surveillance and located VIVAS at the Florence Street Park where they proceeded to serve him with a search warrant. While searching his person, Detectives recovered a loaded Glock 29 firearm, six grams of crack cocaine and $1149 USC. VIVAS was arrested on firearm and narcotics charges as well as a Somerville warrant for armed carjacking and assault with a dangerous weapon. 22040504: Somerville Police are interested in speaking with the individual shown below in relation to an Indecent Assault that occurred on Medford St on 7/21/22. Anyone with information, please contact the Somerville Police Department at 617-625-1600. 22036028: Somerville Police are interested in speaking with the individual shown below in relation to a breaking and entering that occurred at a construction site on Foley St on 6/27/22. Anyone with information, please contact the Somerville Police Department at 22041994: Somerville Police are interested in speaking with the individual shown below in relation to a breaking and entering that occurred at a business on Medford St on 7/29/22 at approximately 5:18 AM. Anyone with information, please contact the"
August 1st 2022 - April 5th 2022 Crime News,22042497,7/31/22,8:10 PM,Attempted Breaking and Entering,"Somerville Police responded to a residence on Arlington St for report an attempted breaking and entering. Upon arrival, officers spoke with the reporting party who stated she left her residence and when she returned, observed her keypad lock on her door was broken."
August 1st 2022 - April 5th 2022 Crime News,22042164,7/30/22,1:15 AM,Commercial Breaking and Entering,"Somerville Police responded to a business on Pearl St for an alarm call. Upon arrival, officers observed the front door was smashed open. The owner of the business reported cigarettes and cash were stolen. Assault Log July 19 to July 25 2022"
August 1st 2022 - April 5th 2022 Crime News,22040254,7/19/22,10:13 PM,Assault,"Somerville Police responded to Myrtle St for report of an attempted larceny. Upon arrival, officers spoke with the victim who stated while walking home, he was approached by a black male riding a bike who demanded he give up his wallet. When the victim stated he didn’t have it, the suspect punched him in the face resulting in his teeth getting broken. The victim then continued home. The suspect was gone upon police arrival."
August 1st 2022 - April 5th 2022 Crime News,22040236,7/19/22,8:35 PM,Assault,"Somerville Police responded to a shelter on Washington St for report of an assault. Upon arrival, officers spoke with the victim who stated she was involved in an argument with a female party. During the argument, the female party assaulted the victim causing the victim to injure her wrist"
August 1st 2022 - April 5th 2022 Crime News,22041150,7/24/22,10:23 PM,Assault,"Somerville Police responded to a residence on Walnut St for a weapons call. Upon arrival, officers spoke with the victim who stated a male party known to her pointed a gun in her face. Officers located the weapon and determined it to be a BB gun."
August 1st 2022 - April 5th 2022 Crime News,22040978,7/23/22,6:33 PM,Assault,"Somerville Police responded to a residence on Ash Ave for report of a past assault. Upon arrival, officers spoke with the reporting party who stated her juvenile daughter was assaulted by another juvenile female while she was the Foss Park pool earlier."
August 1st 2022 - April 5th 2022 Crime News,22039359,7/15/22,2:30 AM,Attempted Armed Robbery,"Somerville Police responded to Jaques St for a check condition. Upon arrival, officers spoke with two juvenile males who stated they were approached by a male and female asking them for a lighter. When the juveniles stated they didn’t have one, one of the suspects brandished a knife and demanded they give them a lighter. Both suspects then fled up Grant St. Both suspects were described as being in their fifties, the male was wearing all black and the female"
August 1st 2022 - April 5th 2022 Crime News,22037502,7/6/22,3:28 AM,Armed Robbery,"officers responded to Albion St for report of an armed robbery. Upon arrival, officers spoke with the victim who stated an individual known to him assaulted him with a hammer then stole cash, an iPhone, Apple Watch and a gold necklace from him. The suspect then broke into the victim’s vehicle"
August 1st 2022 - April 5th 2022 Crime News,22037658,7/7/22,11:57 PM,Assault / Larceny,"Somerville Police responded to a residence in the area of Broadway & Main St for report of a past assault. Upon arrival, officers spoke with the reporting party who stated earlier in the evening, her juvenile son was assaulted at the basketball court located in the Mystic Housing Development. Officers then spoke with her son who stated he got into an altercation with two males. During the altercation, the two male suspects punched him multiple times and stole his"
August 1st 2022 - April 5th 2022 Crime News,22036028,6/28/22,6:39 AM,Commercial Breaking and Entering,"Somerville Police responded to a business on Foley St for report of a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated when he arrived to the business in the morning; he observed the door latch unhooked and equipment missing."
August 1st 2022 - April 5th 2022 Crime News,22036749,7/1/22,7:15 PM,Armed Carjacking,"Somerville Police responded to 460 Mystic Ave for report of an armed carjacking. Upon arrival, officers spoke with two juvenile victims who stated they were riding a moped in the area of 460 Mystic Ave and were confronted by three male suspects. During the confrontation, one of the suspects brandished a firearm then stole the moped and fled down Mystic Ave toward McGrath Hwy. The other two suspects left in the same direction."
August 1st 2022 - April 5th 2022 Crime News,22037099,7/3/22,9:25 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Concord Ave for report of a past breaking and entering. Upon arrival, officers spoke with the victims who stated the door on their basement storage unit was pried open. Nothing was reported missing."
August 1st 2022 - April 5th 2022 Crime News,22036607,7/1/22,3:16 AM,Assault,"Somerville Police responded to 33 Tower St for report of an assault. Upon arrival, officers spoke with the victim who stated while he was working near the dumpster, a male struck him in the head with a metal broom. The victim described the suspect as a white male in his 60s with gray hair, glasses and wearing just his underwear."
August 1st 2022 - April 5th 2022 Crime News,22036578,6/30/22,11:43 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Prescott St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated she was out of the house and when she returned, observed her door unlocked and a backpack missing."
August 1st 2022 - April 5th 2022 Crime News,22035329,6/24/22,10:04 AM,Residential Breaking and Entering,"a male party entered the station and reported that the day prior, a male party known to him broke into his house in the area of Highland Ave & Waldo St. Nothing was reported missing."
August 1st 2022 - April 5th 2022 Crime News,22035626,6/25/22,5:38 PM,Assault,"Somerville Police responded to Dilboy Field for report of an assault. Upon arrival, officers spoke with two juvenile victims who stated they were confronted by two juvenile males who threatened to fight them. During the confrontation, one of the juvenile suspects brandished a knife and started 22035544: The Somerville Police are interested in speaking with the individual shown below in relation to a residential breaking and entering that occurred at a residence on Fremont St on 6/24/22. The person of interest was described as a white male in his 40s with dark hair, goatee, grey t-shirt and black shorts. Anyone with information is asked to please contact the Somerville Police at 617-625-1600."
August 1st 2022 - April 5th 2022 Crime News,22035397,6/24/22,4:03 PM,Attempted Residential Breaking and Entering,"Somerville Police responded to a residence on Webster Ave for report of a past attempted breaking and entering. Upon arrival, officers spoke with the reporting party who stated that a couple hours prior, she heard someone attempting to open her door."
August 1st 2022 - April 5th 2022 Crime News,22033774,6/16/22,2:48 AM,Residential Breaking and Entering,"Somerville Police responded to a residence on Minnesota Ave for an attempted breaking and entering. Officers then learned the reporting party could hear someone in the basement. Upon arrival, officers located a male party in the basement. Nothing was reported stolen."
August 1st 2022 - April 5th 2022 Crime News,22034019,6/18/22,5:21 AM,Assault,"Somerville Police responded to a residence on Jaques St for a past assault. Upon arrival, officers spoke with the victim who stated she was in a vehicle with her friend and another female party. The victim and the female party engaged in an argument and the female party punched the victim."
August 1st 2022 - April 5th 2022 Crime News,22034128,6/17/22,6:20 PM,Armed Robbery,Somerville Police took a report of an armed robbery that occurred the day prior at 40 Memorial Rd at approximately 5–6 PM. The reporting party stated that her juvenile son and his friends were approached by a group of older kids who brandished a black gun with an orange tip as well as a knife. The suspects then stole a bike and snacks from the victims.
August 1st 2022 - April 5th 2022 Crime News,22034151,6/17/22,8:06 PM,Assault,"Somerville Police responded to AMC at 395 Artisan Way for report of an assault on a juvenile. Upon arrival, officers spoke with three male juveniles as well as a legal guardian. The juvenile victims stated they got into an argument with another juvenile male. During the argument, the juvenile suspect struck two of the juvenile victims. Officers identified the juvenile suspect."
August 1st 2022 - April 5th 2022 Crime News,22032236,6/8/22,8:45 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Newton St for a past breaking and entering. Upon arrival, officers spoke with the victims who stated a contractor entered the home and took HVAC equipment."
